review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
Open app amole dashin,5,2025-02-10,Dashen,Google Play,neutral,0.0,Other
Akiliua,5,2025-02-10,Dashen,Google Play,neutral,0.0,Other
Perfiekt,5,2025-02-10,Dashen,Google Play,neutral,0.0,Other
Help,5,2025-02-08,Dashen,Google Play,neutral,0.0,Other
Good app,5,2025-02-08,Dashen,Google Play,positive,0.7,Other
A very fast mobile banking app,5,2025-02-07,Dashen,Google Play,positive,0.26,Other
Good,5,2025-02-07,Dashen,Google Play,positive,0.7,Other
Good,5,2025-02-07,Dashen,Google Play,positive,0.7,Other
Good job,5,2025-02-07,Dashen,Google Play,positive,0.7,Other
Good job,5,2025-02-07,Dashen,Google Play,positive,0.7,Other
It's nice and easy to use,5,2025-02-07,Dashen,Google Play,positive,0.5166666666666666,Other
Nice app,5,2025-02-07,Dashen,Google Play,positive,0.6,Other
Good app i used it always,5,2025-02-07,Dashen,Google Play,positive,0.7,Other
It is very very slow pls update,2,2025-02-06,Dashen,Google Play,negative,-0.39000000000000007,Performance Issues
Very slow and it seems that every update something else is not working. The latest update doesn't allow me to use biometrics anymore and maximum daily transfer to Telebirr is 5k?!,1,2025-02-04,Dashen,Google Play,positive,0.036666666666666646,Performance Issues
Good app Amole Wonderful,5,2025-02-01,Dashen,Google Play,positive,0.85,Other
This app needs many modifications. It takes long time to log in to the account. It is not as fast as CBE. please Update it🙏🙏🙏,1,2025-02-01,Dashen,Google Play,positive,0.21666666666666667,Other
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,Dashen,Google Play,negative,-0.09166666666666667,Other
I am glad to customer with you .I have plan to use dube ale and amole.,5,2025-01-27,Dashen,Google Play,positive,0.5,Other
WOW that's awesome,5,2025-01-27,Dashen,Google Play,positive,0.55,Other
I cant choose select an account,1,2025-01-26,Dashen,Google Play,neutral,0.0,Other
Good👍,5,2025-01-22,Dashen,Google Play,neutral,0.0,Other
Good,5,2025-01-16,Dashen,Google Play,positive,0.7,Other
wow,5,2025-01-15,Dashen,Google Play,positive,0.1,Other
we needs modification at all !,1,2025-01-14,Dashen,Google Play,neutral,0.0,Other
It was good at first but now the system is very bad.please try to fix it.,1,2025-01-14,Dashen,Google Play,positive,0.3833333333333333,Other
Generic error how tofix,4,2025-01-06,Dashen,Google Play,neutral,0.0,Reliability Issues
Fast and suitable to learn.,5,2025-01-04,Dashen,Google Play,positive,0.375,Other
"The app is extremely slow, often stuck on the logo. Security is poor, requiring only username/password. This allows unauthorized transactions. A large company like yours needs stronger security, such as two-factor authentication. The app's speed lags significantly compared to others. Numerous updates are needed to improve performance and security. Currently, it's a frustrating and time-wasting experience.",1,2025-01-03,Dashen,Google Play,negative,-0.06383928571428572,Performance Issues
Sometimes it's soo slow,3,2025-01-01,Dashen,Google Play,negative,-0.30000000000000004,Performance Issues
the best app I used always,1,2024-12-31,Dashen,Google Play,positive,1.0,Other
Amole apk is ..... it's very good apk . please used amole Apk,5,2024-12-29,Dashen,Google Play,positive,0.9099999999999999,Other
fast and secure app,5,2024-12-23,Dashen,Google Play,positive,0.30000000000000004,Other
Ok,4,2024-12-18,Dashen,Google Play,positive,0.5,Other
I am new for this App let me to use and i will rate 5 star while i get Satisfie,3,2024-12-17,Dashen,Google Play,positive,0.13636363636363635,Other
Yeb,5,2024-12-12,Dashen,Google Play,neutral,0.0,Other
Good Ait service!,5,2024-12-09,Dashen,Google Play,positive,0.875,Other
Sisay mustefa abani,5,2024-12-09,Dashen,Google Play,neutral,0.0,Other
Wow,5,2024-12-06,Dashen,Google Play,positive,0.1,Other
"It can't load, even in a fast network connection. This app is so bad that it needs fixing",1,2024-12-05,Dashen,Google Play,negative,-0.24999999999999992,Other
The best mobile banking in Ethiopia 👍👍,5,2024-12-03,Dashen,Google Play,positive,1.0,Other
Thnk you,5,2024-12-02,Dashen,Google Play,neutral,0.0,Other
Nice,5,2024-11-30,Dashen,Google Play,positive,0.6,Other
I like this app b/c it has many options and easily useable,5,2024-11-29,Dashen,Google Play,positive,0.4666666666666667,Other
Its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28,Dashen,Google Play,positive,0.6,Performance Issues
It is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28,Dashen,Google Play,positive,0.5,Other
Naysssss,5,2024-11-27,Dashen,Google Play,neutral,0.0,Other
best,5,2024-11-27,Dashen,Google Play,positive,1.0,Other
It's good,3,2024-11-21,Dashen,Google Play,positive,0.7,Other
Big love,5,2024-11-20,Dashen,Google Play,positive,0.25,Other
Excellent,5,2024-11-16,Dashen,Google Play,positive,1.0,Other
Please decrease app size,4,2024-11-09,Dashen,Google Play,neutral,0.0,Other
Nice app,5,2024-11-08,Dashen,Google Play,positive,0.6,Other
It's great,5,2024-11-08,Dashen,Google Play,positive,0.8,Other
Alem Zeleqe,3,2024-11-08,Dashen,Google Play,neutral,0.0,Other
❤️,5,2024-11-08,Dashen,Google Play,neutral,0.0,Other
Best,5,2024-11-06,Dashen,Google Play,positive,1.0,Other
Nice,1,2024-10-30,Dashen,Google Play,positive,0.6,Other
Great Financial App,5,2024-10-28,Dashen,Google Play,positive,0.4,Other
Deshan bank,5,2024-10-27,Dashen,Google Play,neutral,0.0,Other
"Still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22,Dashen,Google Play,positive,0.25,Reliability Issues
It's such an amazing app. Truly Dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16,Dashen,Google Play,positive,0.15833333333333335,Other
Good,5,2024-10-02,Dashen,Google Play,positive,0.7,Other
Best App for all users.,5,2024-10-02,Dashen,Google Play,positive,1.0,Other
I ilke very much,5,2024-09-25,Dashen,Google Play,positive,0.26,Other
"The app suffers from severe performance issues, particularly with response times. The backend seems to have high latency, as the OTP generation and delivery process consistently delays, even after the server acknowledges that it has been sent. API requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. I know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12,Dashen,Google Play,negative,-0.1461904761904762,Other
"The security, cool, every time OTP!! The UI, let's not talk about the UI, But how the heck it says ""offline mode is not available"" something like that, when I enter more than the max amount to transfer. Fellas i am a web dev, this is bad UX. It needs update on the UX. Will see the UI later.",3,2024-09-10,Dashen,Google Play,positive,0.02937500000000004,Other
Select from Sending account option not working when trying to send to other banks,2,2024-09-08,Dashen,Google Play,negative,-0.125,Other
It's not working,1,2024-09-08,Dashen,Google Play,neutral,0.0,Other
nice App,5,2024-09-07,Dashen,Google Play,positive,0.6,Other
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03,Dashen,Google Play,neutral,0.0,Other
best app,5,2024-08-29,Dashen,Google Play,positive,1.0,Other
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24,Dashen,Google Play,neutral,0.0,Other
🔥,4,2024-08-24,Dashen,Google Play,neutral,0.0,Other
"Although the application is good, but, it is difficult to get out. The app does not work to get out with the back cursor . Fix it quickly.",1,2024-08-22,Dashen,Google Play,positive,0.1333333333333333,Other
Go,3,2024-08-21,Dashen,Google Play,neutral,0.0,Other
"I like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15,Dashen,Google Play,positive,0.21428571428571427,Other
Nice,5,2024-08-14,Dashen,Google Play,positive,0.6,Other
Suaud,5,2024-08-05,Dashen,Google Play,neutral,0.0,Other
Ok,5,2024-08-03,Dashen,Google Play,positive,0.5,Other
wenderfull,5,2024-08-03,Dashen,Google Play,neutral,0.0,Other
Nice app in Ethiopia,5,2024-08-01,Dashen,Google Play,positive,0.6,Other
Nice,5,2024-07-30,Dashen,Google Play,positive,0.6,Other
simply the best,5,2024-07-26,Dashen,Google Play,positive,0.5,Other
Very nice mob app,3,2024-07-26,Dashen,Google Play,positive,0.78,Other
nice,5,2024-07-24,Dashen,Google Play,positive,0.6,Other
Good,5,2024-07-09,Dashen,Google Play,positive,0.7,Other
Best,5,2024-07-02,Dashen,Google Play,positive,1.0,Other
"I hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28,Dashen,Google Play,negative,-0.4,Other
Wow Very Nice App,5,2024-06-22,Dashen,Google Play,positive,0.44,Other
Telebirr agent deposit is not working until now. Please fix it. Fix it fast.,5,2024-06-19,Dashen,Google Play,positive,0.2,Other
Very good,5,2024-06-16,Dashen,Google Play,positive,0.9099999999999999,Other
The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,5,2024-06-15,Dashen,Google Play,positive,0.2875,Other
Memekaye miliyoon girmaa,3,2024-06-14,Dashen,Google Play,neutral,0.0,Other
This app is 🤩,5,2024-06-12,Dashen,Google Play,neutral,0.0,Other
Be adjusted this app is not available anytime,5,2024-06-11,Dashen,Google Play,negative,-0.2,Other
Super app,5,2024-06-10,Dashen,Google Play,positive,0.3333333333333333,Other
"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",1,2024-06-09,Dashen,Google Play,negative,-0.65,Other
Best app....,5,2024-06-06,Dashen,Google Play,positive,1.0,Other
wow amole,4,2024-06-03,Dashen,Google Play,positive,0.1,Other
We,1,2024-06-01,Dashen,Google Play,neutral,0.0,Other
Best,5,2024-06-01,Dashen,Google Play,positive,1.0,Other
Tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31,Dashen,Google Play,positive,0.6,Other
"It's good enough. But, there is slowing in beginning of the App....",5,2024-05-24,Dashen,Google Play,positive,0.35,Other
"Good for safety,take long way though",5,2024-05-22,Dashen,Google Play,positive,0.32499999999999996,Other
😘,5,2024-05-20,Dashen,Google Play,neutral,0.0,Other
Bad app that not helping me the is not login,1,2024-05-18,Dashen,Google Play,negative,-0.6999999999999998,Other
Good,4,2024-05-15,Dashen,Google Play,positive,0.7,Other
Best after removal of screelock password,5,2024-05-13,Dashen,Google Play,positive,1.0,Other
"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10,Dashen,Google Play,positive,0.1,Other
"Dashen Bank is the gold standard of banking in Ethiopia! The mobile app makes banking convenient and efficient. Plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10,Dashen,Google Play,positive,0.375,Other
ማይ,1,2024-05-09,Dashen,Google Play,neutral,0.0,Other
Doesn't work most of the time,1,2024-05-09,Dashen,Google Play,positive,0.5,Other
that is awesome,5,2024-05-01,Dashen,Google Play,positive,1.0,Other
"It's so boring.... I don't wanna say this but this app so tough to take action. It's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30,Dashen,Google Play,negative,-0.1626984126984127,Other
We,5,2024-04-28,Dashen,Google Play,neutral,0.0,Other
Jafare has fyguhfiwudgg,5,2024-04-25,Dashen,Google Play,neutral,0.0,Other
it's fine,5,2024-04-20,Dashen,Google Play,positive,0.4166666666666667,Other
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-20,Dashen,Google Play,positive,0.7549999999999999,Other
Nice,5,2024-04-18,Dashen,Google Play,positive,0.6,Other
Wow amazing platform 🙏,5,2024-04-17,Dashen,Google Play,positive,0.35000000000000003,Other
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12,Dashen,Google Play,neutral,0.0,Other
Why dont update,5,2024-04-06,Dashen,Google Play,neutral,0.0,Other
Good app,5,2024-04-06,Dashen,Google Play,positive,0.7,Other
Best,5,2024-04-01,Dashen,Google Play,positive,1.0,Other
Nice,4,2024-03-31,Dashen,Google Play,positive,0.6,Other
This app is so good and its an interesting,3,2024-03-29,Dashen,Google Play,positive,0.6,Other
The best easy banking app ever @ Ethiopia,5,2024-03-26,Dashen,Google Play,positive,0.7166666666666667,Other
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25,Dashen,Google Play,positive,0.3466666666666666,Other
Excellent and Easy to use.,5,2024-03-25,Dashen,Google Play,positive,0.7166666666666667,Other
wow,5,2024-03-24,Dashen,Google Play,positive,0.1,Other
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23,Dashen,Google Play,positive,0.3952380952380952,Other
Very nice,5,2024-03-22,Dashen,Google Play,positive,0.78,Other
It's good app,5,2024-03-22,Dashen,Google Play,positive,0.7,Other
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22,Dashen,Google Play,positive,0.13,Other
Nice,4,2024-03-22,Dashen,Google Play,positive,0.6,Other
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-22,Dashen,Google Play,positive,0.2875,Other
Special for me,5,2024-03-21,Dashen,Google Play,positive,0.35714285714285715,Other
Baset app,5,2024-03-20,Dashen,Google Play,neutral,0.0,Other
it is good App,4,2024-03-19,Dashen,Google Play,positive,0.7,Other
Nuuroo usmaan gaamilcom,5,2024-03-18,Dashen,Google Play,neutral,0.0,Other
good,4,2024-03-18,Dashen,Google Play,positive,0.7,Other
Very good app,5,2024-03-17,Dashen,Google Play,positive,0.9099999999999999,Other
Student,5,2024-03-17,Dashen,Google Play,neutral,0.0,Other
Please apply!cardless cash out system🙏,2,2024-03-17,Dashen,Google Play,neutral,0.0,Other
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17,Dashen,Google Play,neutral,0.0,Other
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17,Dashen,Google Play,positive,0.04545454545454545,Other
How to use application,5,2024-03-17,Dashen,Google Play,neutral,0.0,Other
cooooolllllll,5,2024-03-17,Dashen,Google Play,neutral,0.0,Other
I prefered you b/cs your service charge is very fair.,5,2024-03-16,Dashen,Google Play,positive,0.9099999999999999,Other
Excellent App And Easy To Use Every where.,5,2024-03-16,Dashen,Google Play,positive,0.7166666666666667,Other
ተመችቶናል,4,2024-03-16,Dashen,Google Play,neutral,0.0,Other
The best app,5,2024-03-16,Dashen,Google Play,positive,1.0,Other
Well done Dashen Bank.,4,2024-03-16,Dashen,Google Play,neutral,0.0,Other
በጣም አሪፍ ነው,5,2024-03-16,Dashen,Google Play,neutral,0.0,Other
Good,5,2024-03-13,Dashen,Google Play,positive,0.7,Other
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12,Dashen,Google Play,positive,0.42142857142857143,Other
I m the one here in Dashen bank,5,2024-03-06,Dashen,Google Play,neutral,0.0,Other
improve more,3,2024-03-04,Dashen,Google Play,positive,0.5,Other
Tremendous,5,2024-03-04,Dashen,Google Play,positive,0.3333333333333333,Other
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04,Dashen,Google Play,neutral,0.0,Other
I like this,3,2024-03-03,Dashen,Google Play,neutral,0.0,Other
Longin fails repeatedly,3,2024-02-28,Dashen,Google Play,negative,-0.5,Other
One of the best app I have ever seen it's simple to use,5,2024-02-26,Dashen,Google Play,positive,0.5,Other
Personal scored,5,2024-02-25,Dashen,Google Play,neutral,0.0,Other
Nice app,5,2024-02-24,Dashen,Google Play,positive,0.6,Other
best app,5,2024-02-24,Dashen,Google Play,positive,1.0,Other
Best app,3,2024-02-24,Dashen,Google Play,positive,1.0,Other
Good,5,2024-02-24,Dashen,Google Play,positive,0.7,Other
Welcome,4,2024-02-22,Dashen,Google Play,positive,0.8,Other
Good,5,2024-02-21,Dashen,Google Play,positive,0.7,Other
Needs to be underrated. Bad service,1,2024-02-20,Dashen,Google Play,negative,-0.6999999999999998,Other
Easy to use,4,2024-02-15,Dashen,Google Play,positive,0.43333333333333335,Other
Its nice,5,2024-02-12,Dashen,Google Play,positive,0.6,Other
Mudeme,5,2024-02-12,Dashen,Google Play,neutral,0.0,Other
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11,Dashen,Google Play,positive,0.359090909090909,Other
Good,1,2024-02-11,Dashen,Google Play,positive,0.7,Other
Past,5,2024-02-10,Dashen,Google Play,negative,-0.25,Other
Nice app,5,2024-02-10,Dashen,Google Play,positive,0.6,Other
It doesn't work,5,2024-02-09,Dashen,Google Play,neutral,0.0,Other
Open,1,2024-02-09,Dashen,Google Play,neutral,0.0,Other
Good app,1,2024-02-08,Dashen,Google Play,positive,0.7,Other
good,5,2024-02-08,Dashen,Google Play,positive,0.7,Other
Awesome,5,2024-02-06,Dashen,Google Play,positive,1.0,Other
receipt downloading is not avialable in this version,1,2024-02-05,Dashen,Google Play,neutral,0.0,Other
Good 👍,5,2024-02-04,Dashen,Google Play,positive,0.7,Other
Not reliable!,1,2024-02-04,Dashen,Google Play,neutral,0.0,Other
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04,Dashen,Google Play,neutral,0.0,Other
Nice app,1,2024-02-03,Dashen,Google Play,positive,0.6,Other
Exchange rate is not real,5,2024-02-03,Dashen,Google Play,negative,-0.1,Other
Good,5,2024-02-03,Dashen,Google Play,positive,0.7,Other
Good Security,5,2024-02-03,Dashen,Google Play,positive,0.7,Other
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02,Dashen,Google Play,positive,0.175,Other
Its good,5,2024-02-02,Dashen,Google Play,positive,0.7,Other
Happy day,4,2024-02-01,Dashen,Google Play,positive,0.8,Other
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01,Dashen,Google Play,negative,-0.30000000000000004,Other
Too technical.,1,2024-02-01,Dashen,Google Play,neutral,0.0,Other
Excellent,5,2024-02-01,Dashen,Google Play,positive,1.0,Other
🥰🥰🥰🥰,5,2024-02-01,Dashen,Google Play,neutral,0.0,Other
Fast and secured,5,2024-02-01,Dashen,Google Play,positive,0.2,Other
Good,5,2024-02-01,Dashen,Google Play,positive,0.7,Other
Good but it need additional work it is slow in respond,3,2024-01-31,Dashen,Google Play,positive,0.19999999999999996,Performance Issues
Nice app,5,2024-01-31,Dashen,Google Play,positive,0.6,Other
My best,5,2024-01-31,Dashen,Google Play,positive,1.0,Other
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31,Dashen,Google Play,positive,0.17393939393939395,Other
Its nice please add reprint to get the receit,5,2024-01-31,Dashen,Google Play,positive,0.6,Other
Amole 100%,5,2024-01-31,Dashen,Google Play,neutral,0.0,Other
I like it this app,4,2024-01-31,Dashen,Google Play,neutral,0.0,Other
Best,5,2024-01-30,Dashen,Google Play,positive,1.0,Other
Smart and best always !,5,2024-01-30,Dashen,Google Play,positive,0.6071428571428571,Other
Ok,1,2024-01-30,Dashen,Google Play,positive,0.5,Other
Dashed Bank A...,5,2024-01-29,Dashen,Google Play,neutral,0.0,Other
Best app,5,2024-01-28,Dashen,Google Play,positive,1.0,Other
ያማችኋል አይሰራም,1,2024-01-22,Dashen,Google Play,neutral,0.0,Other
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-22,Dashen,Google Play,positive,0.453125,Performance Issues
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17,Dashen,Google Play,negative,-0.22518518518518518,Other
Excellent quality Applications Dashen bank for ever,5,2024-01-15,Dashen,Google Play,positive,1.0,Other
Good,5,2024-01-13,Dashen,Google Play,positive,0.7,Other
Way,5,2024-01-13,Dashen,Google Play,neutral,0.0,Other
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31,Dashen,Google Play,positive,0.08333333333333334,Other
Well improved!,4,2023-12-29,Dashen,Google Play,neutral,0.0,Other
Keeps hanging ..,3,2023-12-24,Dashen,Google Play,neutral,0.0,Other
It's exceptional,5,2023-12-24,Dashen,Google Play,positive,0.6666666666666666,Other
Dashen Bank Amole Lite essy to use and the connection is fast.,5,2023-12-23,Dashen,Google Play,positive,0.2,Other
Ita fantastic,5,2023-12-23,Dashen,Google Play,positive,0.4,Other
It is best app,5,2023-12-19,Dashen,Google Play,positive,1.0,Other
Top,5,2023-12-18,Dashen,Google Play,positive,0.5,Other
Dashen Bank is App 🥰👌,5,2023-12-18,Dashen,Google Play,neutral,0.0,Other
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,Dashen,Google Play,neutral,0.0,Other
I am very comfortable with the efficiency,5,2023-12-15,Dashen,Google Play,positive,0.52,Other
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11,Dashen,Google Play,negative,-0.18800000000000003,Performance Issues
⭐️⭐️⭐️⭐️⭐️,5,2023-12-08,Dashen,Google Play,neutral,0.0,Other
Too slow!,1,2023-12-05,Dashen,Google Play,negative,-0.37500000000000006,Performance Issues
a best tecnology appl.,5,2023-11-26,Dashen,Google Play,positive,1.0,Other
This app no working 1 star,1,2023-11-23,Dashen,Google Play,neutral,0.0,Other
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-23,Dashen,Google Play,positive,0.7,Other
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22,Dashen,Google Play,neutral,0.0,Other
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-22,Dashen,Google Play,positive,0.12222222222222223,Other
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-22,Dashen,Google Play,negative,-0.05,Other
Best,5,2023-11-18,Dashen,Google Play,positive,1.0,Other
"very fast ,secure and simply to use i like amole",5,2023-11-15,Dashen,Google Play,positive,0.22,Other
Amazing,5,2023-11-13,Dashen,Google Play,positive,0.6000000000000001,Other
The best of the best app,5,2023-11-12,Dashen,Google Play,positive,1.0,Other
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,Dashen,Google Play,neutral,0.0,Other
It is a reliable and safe application.,5,2023-11-11,Dashen,Google Play,positive,0.5,Other
Good,5,2023-11-11,Dashen,Google Play,positive,0.7,Other
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11,Dashen,Google Play,positive,0.5,Other
It is compatible.,4,2023-11-11,Dashen,Google Play,neutral,0.0,Other
It's very good app but always try to open requested update...,4,2023-11-11,Dashen,Google Play,positive,0.45499999999999996,Other
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10,Dashen,Google Play,neutral,0.0,Reliability Issues
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10,Dashen,Google Play,positive,0.25,Performance Issues
Best,5,2023-11-09,Dashen,Google Play,positive,1.0,Other
Not working sometimes,3,2023-11-09,Dashen,Google Play,neutral,0.0,Other
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08,Dashen,Google Play,positive,0.3214285714285714,Other
nice app,4,2023-10-31,Dashen,Google Play,positive,0.6,Other
Excellent,5,2023-10-28,Dashen,Google Play,positive,1.0,Other
Best,5,2023-10-21,Dashen,Google Play,positive,1.0,Other
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,Dashen,Google Play,neutral,0.0,Other
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17,Dashen,Google Play,negative,-0.5416666666666666,Performance Issues
Best app I used it,1,2023-10-14,Dashen,Google Play,positive,1.0,Other
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13,Dashen,Google Play,positive,0.4666666666666666,Other
Excllent,5,2023-10-07,Dashen,Google Play,neutral,0.0,Other
This is nice adds that I like it.,5,2023-09-30,Dashen,Google Play,positive,0.6,Other
It is simple and fast.,5,2023-09-29,Dashen,Google Play,positive,0.1,Other
👏👏👏,4,2023-09-27,Dashen,Google Play,neutral,0.0,Other
Vary good,2,2023-09-27,Dashen,Google Play,positive,0.7,Other
Amazing banking app.,5,2023-09-26,Dashen,Google Play,positive,0.6000000000000001,Other
Great app,5,2023-09-25,Dashen,Google Play,positive,0.8,Other
Best app ever,5,2023-09-10,Dashen,Google Play,positive,1.0,Other
Ashabul,5,2023-09-10,Dashen,Google Play,neutral,0.0,Other
Best easy and secure app thank you,5,2023-09-08,Dashen,Google Play,positive,0.6111111111111112,Other
Best app Ever!,5,2023-09-03,Dashen,Google Play,positive,1.0,Other
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02,Dashen,Google Play,negative,-0.16666666666666669,Other
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02,Dashen,Google Play,negative,-0.19583333333333333,Other
Good app for use simple and easy,5,2023-09-01,Dashen,Google Play,positive,0.37777777777777777,Other
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,Dashen,Google Play,neutral,0.0,Other
"Like your slogan, you are one step ahead.",5,2023-08-31,Dashen,Google Play,neutral,0.0,Other
Good,5,2023-08-31,Dashen,Google Play,positive,0.7,Other
Loved,5,2023-08-30,Dashen,Google Play,positive,0.7,Other
Very good app and secured,5,2023-08-28,Dashen,Google Play,positive,0.9099999999999999,Other
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26,Dashen,Google Play,neutral,0.0,Other
Not too bad,3,2023-08-19,Dashen,Google Play,negative,-0.6999999999999998,Other
Teribble need a lot of work to improve,1,2023-08-19,Dashen,Google Play,neutral,0.0,Other
ok,5,2023-08-19,Dashen,Google Play,positive,0.5,Other
ምርጥየ,5,2023-08-18,Dashen,Google Play,neutral,0.0,Other
Baheru ጭስ,2,2023-08-16,Dashen,Google Play,neutral,0.0,Other
Wawu,5,2023-08-12,Dashen,Google Play,neutral,0.0,Other
Thank Dashen bank,5,2023-08-12,Dashen,Google Play,neutral,0.0,Other
good,1,2023-08-12,Dashen,Google Play,positive,0.7,Other
Good,4,2023-08-11,Dashen,Google Play,positive,0.7,Other
Simple and secured,5,2023-08-10,Dashen,Google Play,neutral,0.0,Other
its nice and easg to use.Also its unique part is very fast,5,2023-08-10,Dashen,Google Play,positive,0.4116666666666666,Other
It's just ewww the app overall,2,2023-08-10,Dashen,Google Play,neutral,0.0,Other
