review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,neutral,0.0,Other
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,positive,0.16666666666666666,Other
Best,5,2024-11-25,BOA,Google Play,positive,1.0,Other
Great,5,2024-11-25,BOA,Google Play,positive,0.8,Other
👏👏👏,5,2024-11-24,BOA,Google Play,neutral,0.0,Other
Money,5,2024-11-24,BOA,Google Play,neutral,0.0,Other
It needs more improvment,2,2024-11-24,BOA,Google Play,positive,0.5,Other
Hey Google,5,2024-11-21,BOA,Google Play,neutral,0.0,Other
Good app,5,2024-11-21,BOA,Google Play,positive,0.7,Other
ab,3,2024-11-20,BOA,Google Play,neutral,0.0,Other
Ademtahir,5,2024-11-20,BOA,Google Play,neutral,0.0,Other
✌️✌️,5,2024-11-20,BOA,Google Play,neutral,0.0,Other
Please this app on my android phone,3,2024-11-20,BOA,Google Play,neutral,0.0,Other
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,neutral,0.0,Other
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,positive,0.016666666666666635,Performance Issues
Fast and reliable,5,2024-11-18,BOA,Google Play,positive,0.2,Other
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,negative,-0.27976190476190477,Other
Very good,5,2024-11-14,BOA,Google Play,positive,0.9099999999999999,Other
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,neutral,0.0,Other
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,neutral,0.0,Other
Oene,5,2024-11-12,BOA,Google Play,neutral,0.0,Other
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,positive,0.4285714285714286,Other
it good,5,2024-11-12,BOA,Google Play,positive,0.7,Other
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,neutral,0.0,Other
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,neutral,0.0,Other
I need a support the app is not working,5,2024-11-12,BOA,Google Play,neutral,0.0,Other
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,neutral,0.0,Other
Good,5,2024-11-12,BOA,Google Play,positive,0.7,Other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,negative,-0.39000000000000007,Performance Issues
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,positive,0.03333333333333333,Other
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,negative,-1.0,Other
Wweeeer,4,2024-11-12,BOA,Google Play,neutral,0.0,Other
Infinx,5,2024-11-12,BOA,Google Play,neutral,0.0,Other
Great service,5,2024-11-12,BOA,Google Play,positive,0.8,Other
👍,5,2024-11-11,BOA,Google Play,neutral,0.0,Other
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,negative,-0.2,Other
senayt Mesfin,4,2024-11-08,BOA,Google Play,neutral,0.0,Other
Bad app vety bad.,1,2024-11-07,BOA,Google Play,negative,-0.6999999999999998,Other
Nice,5,2024-11-06,BOA,Google Play,positive,0.6,Other
Abessnya Banke,5,2024-11-05,BOA,Google Play,neutral,0.0,Other
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,negative,-0.075,Other
Okay,5,2024-11-03,BOA,Google Play,positive,0.5,Other
Professional on banking app,5,2024-11-01,BOA,Google Play,positive,0.1,Other
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,positive,0.14999999999999997,Performance Issues
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,neutral,0.0,Other
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,neutral,0.0,Other
Good,4,2024-10-25,BOA,Google Play,positive,0.7,Other
Fast transfer,5,2024-10-24,BOA,Google Play,positive,0.2,Other
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,negative,-0.5,Other
Amrumehamed,1,2024-10-21,BOA,Google Play,neutral,0.0,Other
Good,5,2024-10-19,BOA,Google Play,positive,0.7,Other
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,positive,0.225,Other
Very good,5,2024-10-18,BOA,Google Play,positive,0.9099999999999999,Other
ደደገነሐ,5,2024-10-15,BOA,Google Play,neutral,0.0,Other
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,negative,-0.14960317460317463,Other
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,negative,-0.37500000000000006,Performance Issues
Good App,4,2024-10-12,BOA,Google Play,positive,0.7,Other
Best app to me,5,2024-10-11,BOA,Google Play,positive,1.0,Other
BOA,5,2024-10-11,BOA,Google Play,neutral,0.0,Other
Abdulkadir,5,2024-10-11,BOA,Google Play,neutral,0.0,Other
Bad,1,2024-10-10,BOA,Google Play,negative,-0.6999999999999998,Other
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,neutral,0.0,Other
Nise mobile bankig,4,2024-10-05,BOA,Google Play,neutral,0.0,Other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,positive,0.11499999999999999,Other
Ok,5,2024-10-04,BOA,Google Play,positive,0.5,Other
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,neutral,0.0,Other
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,neutral,0.0,Other
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,negative,-0.009595959595959602,Other
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,positive,0.1,Other
Good,3,2024-10-03,BOA,Google Play,positive,0.7,Other
Worest app,1,2024-10-03,BOA,Google Play,neutral,0.0,Other
The worest app ever,1,2024-10-03,BOA,Google Play,neutral,0.0,Other
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,neutral,0.0,Other
Wwwerrr,5,2024-10-02,BOA,Google Play,neutral,0.0,Other
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,neutral,0.0,Other
Great For Financial company,5,2024-09-30,BOA,Google Play,positive,0.4,Other
Very easy to use,5,2024-09-30,BOA,Google Play,positive,0.5633333333333334,Other
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,neutral,0.0,Reliability Issues
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,negative,-0.053125000000000006,Other
nice,5,2024-09-26,BOA,Google Play,positive,0.6,Other
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,positive,0.5604166666666667,Other
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,positive,0.6,Other
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,positive,0.43333333333333335,Other
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,neutral,0.0,Other
Amazing,5,2024-09-19,BOA,Google Play,positive,0.6000000000000001,Other
Great app with great services,5,2024-09-19,BOA,Google Play,positive,0.8,Other
Yes active user,5,2024-09-17,BOA,Google Play,negative,-0.13333333333333333,Other
Shameful,1,2024-09-17,BOA,Google Play,neutral,0.0,Other
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,neutral,0.0,Other
Good application,5,2024-09-16,BOA,Google Play,positive,0.7,Other
I like,5,2024-09-16,BOA,Google Play,neutral,0.0,Other
Good,5,2024-09-16,BOA,Google Play,positive,0.7,Other
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,positive,0.5,Performance Issues
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,positive,0.1392857142857143,Other
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,neutral,0.0,Other
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,positive,0.16666666666666666,Other
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,positive,0.6,Other
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,positive,0.06666666666666665,Other
Bes and freindly app,5,2024-09-13,BOA,Google Play,neutral,0.0,Other
It doesn't work.,1,2024-09-12,BOA,Google Play,neutral,0.0,Other
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,negative,-0.46388888888888885,Other
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,negative,-1.0,Other
Good,5,2024-09-10,BOA,Google Play,positive,0.7,Other
Smart technology,5,2024-09-10,BOA,Google Play,positive,0.21428571428571427,Other
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,neutral,0.0,Other
Ok,5,2024-09-07,BOA,Google Play,positive,0.5,Other
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,negative,-0.25,Other
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,negative,-0.2483333333333333,Performance Issues
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,positive,0.18981481481481483,Other
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,positive,0.35,Other
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,neutral,0.0,Other
good,5,2024-09-05,BOA,Google Play,positive,0.7,Other
Fast one,3,2024-09-04,BOA,Google Play,positive,0.2,Other
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,negative,-0.2,Other
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,neutral,0.0,Other
Very good,5,2024-09-01,BOA,Google Play,positive,0.9099999999999999,Other
It is ok,5,2024-09-01,BOA,Google Play,positive,0.5,Other
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,neutral,0.0,Other
Good,5,2024-08-30,BOA,Google Play,positive,0.7,Other
Apollo's,1,2024-08-29,BOA,Google Play,neutral,0.0,Other
The worst experience ever,1,2024-08-29,BOA,Google Play,negative,-1.0,Other
Hussenaliumar,5,2024-08-29,BOA,Google Play,neutral,0.0,Other
Good,3,2024-08-28,BOA,Google Play,positive,0.7,Other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,neutral,0.0,Other
It is not work for my device,5,2024-08-27,BOA,Google Play,neutral,0.0,Other
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,negative,-0.7142857142857143,Other
The worst app ever,1,2024-08-26,BOA,Google Play,negative,-1.0,Other
Good,5,2024-08-26,BOA,Google Play,positive,0.7,Other
Betanya Gebre,3,2024-08-23,BOA,Google Play,neutral,0.0,Other
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,neutral,0.0,Other
Good,5,2024-08-22,BOA,Google Play,positive,0.7,Other
Excellent app,5,2024-08-21,BOA,Google Play,positive,1.0,Other
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,negative,-0.024999999999999994,Other
ትርሃስ,5,2024-08-19,BOA,Google Play,neutral,0.0,Other
Gio,4,2024-08-19,BOA,Google Play,neutral,0.0,Other
App isn't working,1,2024-08-18,BOA,Google Play,neutral,0.0,Other
Best app,5,2024-08-18,BOA,Google Play,positive,1.0,Other
so far good but always it lugs,3,2024-08-17,BOA,Google Play,positive,0.39999999999999997,Other
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,neutral,0.0,Other
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,neutral,0.0,Other
Horrible,1,2024-08-14,BOA,Google Play,negative,-1.0,Other
Mostly not working 😑,1,2024-08-14,BOA,Google Play,negative,-0.25,Other
Good,5,2024-08-13,BOA,Google Play,positive,0.7,Other
Awesome 👌,5,2024-08-12,BOA,Google Play,positive,1.0,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,neutral,0.0,Other
Thank you,3,2024-08-12,BOA,Google Play,neutral,0.0,Other
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,negative,-0.2733333333333334,Performance Issues
Ok,5,2024-08-12,BOA,Google Play,positive,0.5,Other
best,1,2024-08-12,BOA,Google Play,positive,1.0,Other
Best app,5,2024-08-11,BOA,Google Play,positive,1.0,Other
Wedi Tekle .,5,2024-08-11,BOA,Google Play,neutral,0.0,Other
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,negative,-0.6999999999999998,Other
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,neutral,0.0,Other
Nice appp,5,2024-08-11,BOA,Google Play,positive,0.6,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,neutral,0.0,Other
Gooood app my dear,5,2024-08-10,BOA,Google Play,neutral,0.0,Other
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,neutral,0.0,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,neutral,0.0,Other
Gamebela,1,2024-08-08,BOA,Google Play,neutral,0.0,Other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,negative,-0.2,Other
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,negative,-0.10625,Other
Good job,5,2024-08-07,BOA,Google Play,positive,0.7,Other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,negative,-0.00416666666666667,Other
good,3,2024-08-07,BOA,Google Play,positive,0.7,Other
Good,5,2024-08-07,BOA,Google Play,positive,0.7,Other
Bad app .,1,2024-08-06,BOA,Google Play,negative,-0.6999999999999998,Other
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,negative,-0.015625,Other
Review,5,2024-08-06,BOA,Google Play,neutral,0.0,Other
Goood,4,2024-08-06,BOA,Google Play,neutral,0.0,Other
Ok,5,2024-08-06,BOA,Google Play,positive,0.5,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,neutral,0.0,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,neutral,0.0,Other
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,positive,0.16666666666666669,Other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,negative,-0.20444444444444446,Other
ok,5,2024-08-03,BOA,Google Play,positive,0.5,Other
Nice,5,2024-08-03,BOA,Google Play,positive,0.6,Other
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,positive,0.5,Other
Great,5,2024-08-03,BOA,Google Play,positive,0.8,Other
It's a useless app,1,2024-08-02,BOA,Google Play,negative,-0.5,Other
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,positive,0.6,Other
Poor network,1,2024-08-01,BOA,Google Play,negative,-0.4,Other
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,negative,-0.2921875,Other
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,negative,-0.1,Other
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,negative,-0.25,Other
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,positive,0.06666666666666665,Other
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,negative,-0.6,Other
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,neutral,0.0,Other
Ok,5,2024-07-29,BOA,Google Play,positive,0.5,Other
Nays,5,2024-07-28,BOA,Google Play,neutral,0.0,Other
The worst app,1,2024-07-28,BOA,Google Play,negative,-1.0,Other
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,neutral,0.0,Reliability Issues
not active,1,2024-07-27,BOA,Google Play,positive,0.06666666666666667,Other
To get good quality,5,2024-07-27,BOA,Google Play,positive,0.7,Other
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,neutral,0.0,Other
uselss app dont download,1,2024-07-26,BOA,Google Play,neutral,0.0,Other
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,negative,-0.3333333333333333,Other
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,positive,0.13636363636363635,Other
Corrupted and poor app,1,2024-07-24,BOA,Google Play,negative,-0.4,Other
Good,1,2024-07-24,BOA,Google Play,positive,0.7,Other
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,neutral,0.0,Other
Nice,5,2024-07-24,BOA,Google Play,positive,0.6,Other
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,positive,1.0,Other
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,negative,-0.30000000000000004,Performance Issues
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,negative,-0.65,Other
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,negative,-0.4,Other
Okay,5,2024-07-23,BOA,Google Play,positive,0.5,Other
Allowed,5,2024-07-23,BOA,Google Play,neutral,0.0,Other
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,positive,0.08333333333333334,Other
we want international mobile banking,1,2024-07-22,BOA,Google Play,neutral,0.0,Other
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,neutral,0.0,Other
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,neutral,0.0,Other
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,neutral,0.0,Other
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,positive,0.5,Other
I have experiance,5,2024-07-19,BOA,Google Play,neutral,0.0,Other
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,positive,0.1,Reliability Issues
Wow,5,2024-07-19,BOA,Google Play,positive,0.1,Other
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,positive,0.13916666666666666,Other
ርይርፍ,3,2024-07-19,BOA,Google Play,neutral,0.0,Other
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,positive,0.16666666666666669,Other
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,positive,0.15999999999999998,Other
mal,5,2024-07-16,BOA,Google Play,neutral,0.0,Other
It is not working at all,1,2024-07-16,BOA,Google Play,neutral,0.0,Other
Excellent,5,2024-07-16,BOA,Google Play,positive,1.0,Other
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,positive,0.05,Reliability Issues
Wow,5,2024-07-16,BOA,Google Play,positive,0.1,Other
😞😞😞😞,1,2024-07-16,BOA,Google Play,neutral,0.0,Other
best,5,2025-06-05,Dashen,Google Play,positive,1.0,Other
nice application,4,2025-05-27,Dashen,Google Play,positive,0.6,Other
best,5,2025-05-22,Dashen,Google Play,positive,1.0,Other
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17,Dashen,Google Play,positive,0.21428571428571427,Other
best app,5,2025-05-16,Dashen,Google Play,positive,1.0,Other
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16,Dashen,Google Play,neutral,0.0,Other
"Worst app possible, I don't think it gets worse than this. Least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. Even after getting past all the hurdles you are restricted with a min and I believe a max amount of your own money you have access to, not to mention time restrictions; I wasn't able to access my money past midnight multiple times. You can't change tab to another app, having opened this without it crashing.",1,2025-05-15,Dashen,Google Play,positive,0.014999999999999998,Other
I'm a Dashen Bank customer as I know its function and duty. Thanks.,5,2025-05-15,Dashen,Google Play,positive,0.2,Other
i love it,4,2025-05-15,Dashen,Google Play,positive,0.5,Other
Amole is the digital mobile application what i prefer.,5,2025-05-15,Dashen,Google Play,neutral,0.0,Other
nice,4,2025-05-12,Dashen,Google Play,positive,0.6,Other
best mobile banking app👍,5,2025-05-10,Dashen,Google Play,positive,1.0,Other
Complicated and fake app,1,2025-04-29,Dashen,Google Play,negative,-0.5,Other
Its Good updation from Previous,3,2025-04-25,Dashen,Google Play,positive,0.26666666666666666,Other
yarid dima,5,2025-04-17,Dashen,Google Play,neutral,0.0,Other
Best app,5,2025-04-14,Dashen,Google Play,positive,1.0,Other
"Requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app I've used and always fails when you want to make urgent payments.",2,2025-04-10,Dashen,Google Play,positive,0.024999999999999994,Other
dashin,3,2025-04-08,Dashen,Google Play,neutral,0.0,Other
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt I will be not preferring this bank with no unique incentives.,1,2025-03-29,Dashen,Google Play,negative,-0.18898809523809523,Other
everything is perfect,5,2025-03-29,Dashen,Google Play,positive,1.0,Other
good,4,2025-03-26,Dashen,Google Play,positive,0.7,Other
good,5,2025-03-26,Dashen,Google Play,positive,0.7,Other
Dashin Bank#1,5,2025-03-20,Dashen,Google Play,neutral,0.0,Other
Not working,1,2025-03-19,Dashen,Google Play,neutral,0.0,Other
Both Amole & Dashen superApp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18,Dashen,Google Play,negative,-0.3,Other
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18,Dashen,Google Play,positive,0.225,Other
I use this app so many times so i like it,5,2025-03-17,Dashen,Google Play,positive,0.5,Other
Why did u change the option to transfer to other tellebirr account,1,2025-03-17,Dashen,Google Play,negative,-0.125,Other
It's nice and simple to use app.,5,2025-03-17,Dashen,Google Play,positive,0.3,Other
Just 👍,5,2025-03-15,Dashen,Google Play,neutral,0.0,Other
Not god its,5,2025-03-14,Dashen,Google Play,neutral,0.0,Other
Regarding Internet banking i really choice a Dashen Bank and I have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.Thanks!!!,5,2025-03-08,Dashen,Google Play,positive,0.05,Other
It doesn't work,1,2025-03-02,Dashen,Google Play,neutral,0.0,Other
ምርጥ,5,2025-02-28,Dashen,Google Play,neutral,0.0,Other
Best,5,2025-02-26,Dashen,Google Play,positive,1.0,Other
Please the update is refused to be download on my phone tecno f1. Please solve this issue ASAP,1,2025-02-26,Dashen,Google Play,neutral,0.0,Other
Excellent app,5,2025-02-24,Dashen,Google Play,positive,1.0,Other
"Very poor service, always not responding when ever we need to transfer I rate it 0 !",1,2025-02-23,Dashen,Google Play,negative,-0.65,Other
The recent update is broken. It diesn't allow to take screen shots (which by it self is not a problem) and the share button of a transaction doesn't work nor it will download the transaction receipt. I know security is especially important for banking systems but such a huge limitations on functionality will not serve the app any good. I guess the super app is the way to go.,2,2025-02-21,Dashen,Google Play,positive,0.2619047619047619,Other
It is good but have so much problem ...even it say not compateble to your phone...it not easy for work ..,1,2025-02-20,Dashen,Google Play,positive,0.22777777777777775,Other
Dashen bank ATM,5,2025-02-20,Dashen,Google Play,neutral,0.0,Other
Good,1,2025-02-18,Dashen,Google Play,positive,0.7,Other
Good Banking App,5,2025-02-17,Dashen,Google Play,positive,0.7,Other
stay hamble,5,2025-02-14,Dashen,Google Play,neutral,0.0,Other
Great,5,2025-02-13,Dashen,Google Play,positive,0.8,Other
ይሄ አሪፍ,2,2025-02-12,Dashen,Google Play,neutral,0.0,Other
good app i like it but still i am confused because i cannot use prperly so Please check the app,3,2025-02-12,Dashen,Google Play,positive,0.14999999999999997,Other
Very slow and it seems it needs update everytime,1,2025-02-12,Dashen,Google Play,negative,-0.39000000000000007,Performance Issues
Best,5,2025-02-12,Dashen,Google Play,positive,1.0,Other
Nice,5,2025-02-11,Dashen,Google Play,positive,0.6,Other
